timestamps,tweet_id,entity,sentiment,message
2025-12-04T01:31:16.000717,3757,Cyberpunk2077,Positive,Great Wallpaper ! @CyberpunkGame
2025-12-04T22:58:31.209509,586,ApexLegends,Positive,It was a good day in #ApexLegends #XboxShare pic.twitter.com/LZ6B1OiPtt
2025-12-04T23:00:20.408827,2870,Dota2,Neutral,"my friends are playing dota 2 and i can't understand shit, but it's entertaining as hell"
2025-12-04T23:05:00.676303,6838,johnson&johnson,Neutral,"Washington: US pharmaceutical company Johnson & Johnson said Monday it had paused its COVID-19 vaccine trial because one of its participants had become sick.
""We tamilnaduchronicle.com/johnson-johnso… https://t.co/ReEi1SDPsc"
2025-12-04T23:10:08.187512,2015,CallOfDuty,Negative,This is chilling
2025-12-04T23:15:46.520580,7782,MaddenNFL,Negative,@EAMaddenNFL servers down?
2025-12-04T23:16:06.415604,3769,Cyberpunk2077,Positive,"Such a shame, but knowing CD Projeckt Red and what they did when they delayed The Witcher 3, it'll be more than worth the wait."
2025-12-04T23:19:16.083207,1586,Battlefield,Neutral,This was a very messed up little duel #battlefieldclips #battlefieldmemes #bf #battlefield #battlefield4 #twitch #twitchstreamer #twitchaffiliate #twitchtv #twitchclips #twitchgamer #youtube #youtuber #youtubers… instagram.com/p/CDWTLDhjUmF/…
2025-12-04T23:20:26.035593,6323,FIFA,Negative,FIFA 20 gets me angry 😶
2025-12-04T23:24:11.333761,6187,FIFA,Negative,FIFA 20 is honestly the biggest pile of shit excuse for a game ever created. The game is played at 2 miles an hour. Slow clap for EA.
2025-12-04T23:29:01.223452,4626,Google,Negative,Why Google sucks: Google regulates undocumented workers by misinforming white surpemacy
2025-12-04T23:31:14.473792,287,Amazon,Neutral,"Dart Against Humanity Ep. 79 (S5 E4): The New Not Normal

Apple: itunes.apple.com/us/podcast/dar…

Google: google.com/podcasts?feed=…

Google Play: play.google.com/music/listen#/…

Spotify: open.spotify.com/show/7oyFdHIm6…

iHeartRadio: iheart.com/podcast/256-da…

Pandora: pandora.com/podcast/dart-a…

*Amazon Alexa https://t.co/uCZfIRX9Ip"
2025-12-04T23:33:24.461854,8846,Nvidia,Neutral,"New video on now go check it out here we go again its terrifying. visage youtu.be/O4BLsMOEiGA via @YouTube
#gaming #gameplay #horrorgames #horror #isolation #scarygames #pc #pcgames #games #stayathome #youtube #youtuber #nvidia #geforce #pcmasterrace"
2025-12-04T23:36:49.118231,11656,Verizon,Positive,Remote working and an increase in cloud-based data is spurring cyber-attacks: Today sees the publication of the Verizon Business 2020 Data Breach Investigations Report which shows that network security is even more important ... dlvr.it/RX3fdK EXETLOS
2025-12-04T23:39:44.999962,10891,TomClancysGhostRecon,Negative,"sometimes the melee just doesn’t wanna go for some reason, i swear i have had so many times where i’m like circling the guy and i just don’t get a CQC melee to initiate 😐😂 #GhostReconBreakpoint #HappyMothersDay  youtu.be/ec6G6_5tsKs https://t.co/89cye39LkR"
2025-12-04T23:42:50.673429,394,Amazon,Negative,‘One of the saddest days of my life’: Queens business leader reflects on what could have been one year after Amazon killed its HQ2 project in LIC  qns.com/story/2020/02/…
2025-12-04T23:45:56.414718,6340,FIFA,Negative,One game of fifa tonight and I’m done. Pressing LB to change player and it’s taking literally 3 seconds to do it. Same with passing and changing direction. Sham of a game
2025-12-04T23:46:04.456361,3169,Dota2,Neutral,TI9 BEST Plays & EPIC Moments The International 2019 Dota 2 zonestream.cx/ti9-best-plays…... https://t.co/DvexFpHvwg
2025-12-04T23:48:20.558338,11244,TomClancysRainbowSix,Neutral,"Absolutely love my amazing sister who has made me this absolutely incredible #Dokkaebi bookmark 😍
#RainbowSixSiege #R6S pic.twitter.com/WR604R9u5s"
2025-12-04T23:49:17.682511,9393,Overwatch,Irrelevant,Today has been the most fun I’ve had watching and interacting with Overwatch League in a long time.
2025-12-04T23:54:48.089491,9114,Nvidia,Neutral,@nvidia🤔 why? But why?  We buy 2 cards convinced that Sli nvidia is the TOP ... AND YOU!  and then!  THAT'S NO GOOD!!  NO NEW GAMES SUPPORT SLI !!  Wow what a disappointment ...Doom eternal... No sorry... Call of duty modern warfare 2019.. No sorry... Good job!
2025-12-04T23:55:54.637810,7736,MaddenNFL,Negative,Let me know when they fix the trash copy and paste gameplay.
2025-12-04T23:59:09.303328,7689,MaddenNFL,Negative,bruh @EAMaddenNFL this h2h game’s been stuck on this screen for 5 minutes smh pic.twitter.com/rYslnyflFj
2025-12-05T00:04:51.341902,4040,CS-GO,Positive,Love having dreams about unboxing fucking gut knife safari meshes in csgo
2025-12-05T00:08:39.724268,8998,Nvidia,Irrelevant,"This is really interesting for indie RPGs with character portraits for NPCs. A game like The Age of Decadence has dozens of custom portraits, and those cost at least 150 dollars each, likely twice that, so it's a big price to pay for small teams."
2025-12-05T00:11:33.858951,6619,Fortnite,Irrelevant,"lets stop using good, popular songs for shitty fortnite montages please. it’s just a disgrace to the song."
2025-12-05T00:11:49.647894,8528,NBA2K,Negative,same game smh 🤦🏾‍♂️ @NBA2K #NBA2K21Demo #NBA2K21 pic.twitter.com/QRCV7AmeQi
2025-12-05T00:14:21.607708,5311,Hearthstone,Neutral,The next major #Hearthstone update pays tribute to one of World of Warcraft's best expansions. denofgeek.com/games/hearthst…
2025-12-05T00:16:41.947520,5003,GrandTheftAuto(GTA),Negative,This COD gon take long as hell to download 🤦🏽‍♂️ I’m bout to just fuck wit GTA
2025-12-05T00:18:21.845034,3764,Cyberpunk2077,Neutral,"Free Cyberpunk 2077 Stick Bug over here
youtu.be/rsHt9rTahgg
#Cyberpunk2077 #stickbug #cyberpunk https://t.co/GzMpgSpygq"
2025-12-05T00:18:34.399312,10461,RedDeadRedemption(RDR),Positive,Rock on Mr. Black and keep being the most honorable cowboy in Red Dead Redemption 2 brother!! Cya next time!! 👍 🤘 pic.twitter.com/0ieH2Y86Q4
2025-12-05T00:23:22.198274,9229,Overwatch,Negative,Never in my life have i ever fealt this fed up over a game that wasnt overwatch
2025-12-05T00:29:11.989086,6977,johnson&johnson,Neutral,Johnson & Johnson ends baby powder sales in US & Canada after lawsuits posit links to cancer… but will keep selling it elsewhere — RT World News rt.com/news/489146-jo…
2025-12-05T00:34:35.234134,4851,GrandTheftAuto(GTA),Positive,"I get freaky on that gta bmx bike #PS4share

store.playstation.com/#!/en-us/tid=C… https://t.co/FURxZsrT6s"
2025-12-05T00:38:21.081975,3808,Cyberpunk2077,Positive,this game looks insane wtf
2025-12-05T00:40:18.734823,706,ApexLegends,Negative,I’m not gonna spend any more money on #apexlegends until they fix there shit it’s in a worse state then fortnite rn it’s dumb
2025-12-05T00:44:08.162114,3918,Cyberpunk2077,Neutral,GOD JUST LET ME CUSTOMIZE MY MASSIVE COCK SMH
2025-12-05T00:49:23.159450,9666,PlayStation5(PS5),Neutral,"My main reason for wanting the #PS5 is because the next God of War will eventually be on it. Until I get that announcement, I'll probably be waiting on it. Especially since RE8 will be on PC anyways. :3 Overall I'm excited for the games though! :D"
2025-12-05T00:50:37.972269,1032,AssassinsCreed,Positive,"Assasins creed odyssey is good, like really really good. I'm shocked at how different this game is compared to early installments and very happy I purchased it."
2025-12-05T00:55:36.401140,4377,CS-GO,Irrelevant,"Casting this weekend again!

Excited who will get point and climb up that ladder for @ItsTheNumberOne 🔥"
2025-12-05T00:57:16.637797,7785,MaddenNFL,Negative,The fact that Chris Godwin isn’t even the highest rated WR from Penn State is an absolute travesty
2025-12-05T00:58:37.961293,12991,Xbox(Xseries),Negative,It may look like a WiFi router but design wise it looks better than the Xbox series X. I think it’s unique and slick. I like it imo. You’re lucky that you haven’t gone bald yet 😈
2025-12-05T01:00:17.818256,11440,TomClancysRainbowSix,Neutral,All most got that ace in ranked #xboxclips #RainbowSixSiege #clutchwin clutch.win/posts/breezier…
2025-12-05T01:02:24.419855,2375,CallOfDuty,Irrelevant,"Am I the only one who doesn't want to go back to work? Now I've had a taster of it, I really do like being a full time streamer 😭😭 #Streamer #StreamersLife #ModernWarfare #CallOfDuty #Fortnite #Minecraft
Go follow my page please everyone let's blow it up
Facebook.com/SteveCavGaming"
2025-12-05T01:05:41.723897,5832,HomeDepot,Neutral,"Worked at Macy’s 

Worked at Chick Fil-A 

Worked at Home Depot 

Which one is the lie?"
2025-12-05T01:10:44.653671,6906,johnson&johnson,Negative,"“These niggers are people too!”

-Johnson & Johnson"
2025-12-05T01:11:12.412367,11976,Verizon,Positive,I can get on the phone with @Verizon but I can't get on the phone with @MD_Labor you have to be kidding me pic.twitter.com/AKEm9uWZ2q
2025-12-05T01:16:52.838213,11529,TomClancysRainbowSix,Negative,@Rainbow6Game servers.... where they at????? Tired of getting disconnected from every single game. #RainbowSixSiege pic.twitter.com/2lS3iMC8Ki
2025-12-05T01:19:33.669549,8170,Microsoft,Neutral,Microsoft Surface Headphones 2 review: perfect for work-from-home life lnkd.in/erMDv65
2025-12-05T01:22:22.821445,5865,HomeDepot,Negative,"@HomeDepot 
This has been the WORST experience we've ever had with Home Depot in Wentzville ! We spent $763.30  on a bad ass machine with a great 5 year warrenty  only to wait for 1 week for it to be dropped off, then it Doesn't even work. Nothing can be done until the 28th!"
2025-12-05T01:26:09.043175,560,ApexLegends,Negative,@PlayApex servers are whack 🙃🤷🏻‍♂️ #ApexLegends pic.twitter.com/A1pzbN3jg7
2025-12-05T01:28:15.398569,9029,Nvidia,Negative,Anyone notice the ratio between conferred buy vs reviews of the 3080 and 3090 cards? I am getting about 1 to 5. For every 1 card bought to 5 review that are going live! So sad that more people have prerecorded reviews than people have confirmed orders #3080 #3090 @nvidia @Newegg
2025-12-05T01:30:09.412676,1789,CallOfDutyBlackopsColdWar,Positive,ok now this is gonna be a top 3 cod
2025-12-05T01:33:35.504680,3421,Facebook,Negative,WHY DOES IT HAVE THREE VERSIONS WTF 😭😭😭😭
2025-12-05T01:33:52.484442,8220,Microsoft,Positive,"#writingcommunity I just want to take a second to give a SO to the microphone in Microsoft Word. I said “etymologically unrelated” and it actually got it right. WOW we have come a long way baby!

#Microsoft #microsoftword"
2025-12-05T01:36:24.206689,7281,LeagueOfLegends,Negative,This doesn't even make sense
2025-12-05T01:40:03.568965,2743,Borderlands,Positive,borderlands 3 is so good
2025-12-05T01:44:02.641658,8619,NBA2K,Negative,@NBA2K: REALLY you guys won't give the old retired players $1000000 a year and you guys are making a killing on this game no wonder Charles Barkley and other NBA stars are missing from the game every year it doesn't make any sense youtu.be/k8iYgGFzs4E
2025-12-05T01:48:53.984918,8826,Nvidia,Negative,"OH GOD 
never turn on new @nvidia fps limiter, cause MASSIVE tearing on 144hz\144fps"
2025-12-05T01:53:50.903035,8990,Nvidia,Neutral,"Increased Performance Requires the Right Data
jimsinur.blogspot.com/2020/08/increa…

@TIBCO @Genpact @SoftwareAG @IBM_BPM @pega  @SAP @ibmsystems @Appian @bonitasoft @PNMsoft @Kofax @Nintex @SAP_BPM @Cisco @Google @nvidia @Axway @intel @AuraPortal @Microsoft @RedHat @redhatopen @oracle @bizagi https://t.co/wyio7yedfV"
2025-12-05T01:59:50.201582,8664,NBA2K,Negative,@PlayStation I love PlayStation and all but why the fuck do errors keeping occurring on @NBA2K ??
2025-12-05T02:00:12.510014,7848,MaddenNFL,Neutral,This was crazy disrespectful. The other QBs could see the field from the locker room
2025-12-05T02:00:53.020178,7794,MaddenNFL,Negative,#NFLdropEA to ea from me your game is horrible the franchise mode is horrible mut is just a way for children to gamble with there mom's credit card face of the franchise is cheese and horrible and to this point I'd rather play a fan game than madden NFL please drop EA
2025-12-05T02:04:18.222245,7581,LeagueOfLegends,Positive,"""league of legends is honestly the best game ever created"""
2025-12-05T02:05:44.126748,5041,GrandTheftAuto(GTA),Negative,@RockstarGames I’m a veteran of gta and have been for years  and  absolutely lov the game but you really really really need to sort your game out hard!!!!!
2025-12-05T02:11:11.429598,4020,CS-GO,Irrelevant,s1mple - The BEST CS:GO Player In The World! - HLTV.org's #1 Of 2018 youtu.be/NnOA1e3myaQ @YouTubeより
2025-12-05T02:15:54.489110,568,ApexLegends,Neutral,"@PlayApex you got a bug when a game ranked is ended, my friend get 10 min penality and he dont leave the game ."
2025-12-05T02:18:04.224898,3029,Dota2,Negative,Dota 2 making league of legends look good rn
2025-12-05T02:20:46.381223,7631,MaddenNFL,Negative,"GIVE @2K THE ABILITIES TO MAKE SIM FOOTBALL GAMES NOW! EFF THAT CONTRACT. @EAMaddenNFL Y'ALL HAVE SWINDLED US ENOUGH! @NFL TELL THEM TO GIVE IT UP, THEY DON'T DESERVE THE EXCLUSIVITY LICENSE ANYMORE!!!!!"
2025-12-05T02:22:38.000931,813,AssassinsCreed,Neutral,"🎥  🎥  We're gonna try to save some historical place with bad gameplay and poor decision making.  Don't miss it in @assassinscreed odyssey.

Network by @NETGEARgaming
Powered by @CYBERPOWERPC
Swag from @TheMarvelFactor

Only on @WatchMixer now at mixer.com/itsPlanB https://t.co/jRYamXkrlt"
2025-12-05T02:28:29.122832,11028,TomClancysGhostRecon,Neutral,"Trippy #GhostReconBreakpoint

store.playstation.com/#!/en-us/tid=C… https://t.co/iohsLhVTYd"
2025-12-05T02:29:34.845203,2695,Borderlands,Positive,I wanna play Shooty McLootyguns with more people (Borderlands 3). Recently solo'd the Maliwan Takedown mission and Torgue's Slaughterhouse 3000 on Mayhem 3. Was some of the most intense and fun FPS gameplay I've had in years.
2025-12-05T02:30:49.083169,10719,RedDeadRedemption(RDR),Negative,"Red Dead Redemption 2 broke me, broke my heart. The wild west is a cruel place."
2025-12-05T02:30:54.111594,2703,Borderlands,Positive,My sona as a vault hunter. Borderlands will always be my all time favorite game series. pic.twitter.com/tMN63snnJE
2025-12-05T02:34:06.787871,4334,CS-GO,Neutral,Rip whole inventory on gamdom crash and stay skinless forever :)
2025-12-05T02:37:35.271088,10865,TomClancysGhostRecon,Neutral,@GhostRecon Glad you're changing up the game to make it how it should have been on release. Spotted a Typo on Uplay though. pic.twitter.com/qw6DwVBeGZ
2025-12-05T02:38:41.238790,12443,WorldOfCraft,Neutral,I tried to do some of purple invasion stuff tonight but it just turned me into the Sha of Anger. 🤬 So I did mog dungeon runs instead which included a sort of family reunion. 🐉 #bloodelf #hunter #Warcraft #worldofwarcraft #gamer #gaming #gamergirl #screenshot pic.twitter.com/yFoG2NkjTD
2025-12-05T02:42:12.566324,3405,Facebook,Irrelevant,Im so glad @REALTOKYOJETZ made is alota y’all aint even peep that was her going viral on facebook rapping in a car a few years back. God is good 💕
2025-12-05T02:45:25.451011,13107,Xbox(Xseries),Irrelevant,"#XSXFridgeSweeps
I need this in my life so badly"
2025-12-05T02:50:27.108820,11033,TomClancysGhostRecon,Neutral,"While it's true that #GhostReconBreakpoint needs a lot of support and fixes, they definitely nailed the atmosphere and ambiance.  Some of these vistas are just incredible.  Here's hoping March 24th brings the changes the game needs. pic.twitter.com/mgHag6dlEM"
2025-12-05T02:51:58.843236,7444,LeagueOfLegends,Irrelevant,League of Legends’ latest champion is a colorful pop star smartrobotics.com.ng/2020/10/13/lea…
2025-12-05T02:56:13.240786,6795,Fortnite,Negative,"Hi @FortniteGame 

I get that you wont remove SBMM in pub games, that's okay. 

But WHY THE FUCK do you insist on putting absolute shitters on my team?? 

Wtf."
2025-12-05T02:59:24.630524,7445,LeagueOfLegends,Neutral,.@wandakunpls @Sirhaian Can I just say how fucking much I love Videogames at this point ? I mean its soo insane how @LeagueOfLegends just posts one picture of something we dont really know what it is and now we are trying to understand it and picking the pieces together :D
2025-12-05T03:04:37.642967,7259,LeagueOfLegends,Neutral,"I'm excited to announce our partnership with @VolvicDE. The cooperation with Volvic is an exclamation mark in German esport. At the same time, it's an award for our success in @LeagueOfLegends and the tremendous efforts of our team and staff behind the scenes. Thank you! pic.twitter.com/c6eLixSdZK"
2025-12-05T03:07:45.459231,6826,johnson&johnson,Neutral,Johnson & Johnson Stops Selling Talc-Based Baby Powder In U.S. And Canada standaside.us/johnson-johnso…
2025-12-05T03:11:12.401757,4761,Google,Irrelevant,Preparing Pi Day activities for next month? Add this one to your list! (Thanks @D_EttaWhitlock for sharing!)
2025-12-05T03:16:36.715879,6718,Fortnite,Negative,fuck fortnite (yes i rage quit)
2025-12-05T03:20:03.925625,13097,Xbox(Xseries),Negative,"YOOOOOOO The PS5 design looks so slick, it makes the Xbox Series X look like a boring PC Box. #PS5Reveal"
2025-12-05T03:25:32.944916,6102,FIFA,Irrelevant,Super Eagles move up four places in February FIFA rankings best9jamusic.com.ng/sports/super-e… https://t.co/eZcjdiZVje
2025-12-05T03:27:56.926232,2994,Dota2,Neutral,"😎 @Crystallize99 became the top of EU MMR leaderboard! Congrats! 💪

📰: navi.gg/en/read/text/6…
#navination #Dota2 https://t.co/RFBDlPN7sO"
2025-12-05T03:33:46.630157,6466,Fortnite,Irrelevant,Just beat my kill record in Team Rumble #Fortnite pic.twitter.com/HLNhEdKufO
2025-12-05T03:35:15.843891,8939,Nvidia,Positive,"@BandaiNamcoUS Nobody appreciates removing your games from Nvidia Geforce Now, then adding them back and removing them again."
2025-12-05T03:37:57.031847,12652,WorldOfCraft,Neutral,I just earned the [That's Val'sharah Folks!] Achievement! #Warcraft pic.twitter.com/pJ3luJuVer
2025-12-05T03:43:04.232712,2515,Borderlands,Neutral,"Morning~!!
I'm split on playing PSO2 or Borderlands 3 for todays stream. 🤔
Either way a stream today is happening and I'm excited to hang out nonetheless!!
Hope your weekend was well. 💚 :3 pic.twitter.com/X0CrvuK8Pq"
2025-12-05T03:45:42.740229,5455,Hearthstone,Negative,Fucking imba this demon hunter
2025-12-05T03:46:48.250112,2414,Borderlands,Neutral,"One of our own @ProfZeroo is live w/ @borderlands 3‼️ 🤘😄🤘 

Catch him here: buff.ly/2WmmiP5 

Say ""Streamer Shouts"" in chat for a chance to be in a coming
@streamer_shouts Shout Out❗️

#twitch #stream #Borderlands3 https://t.co/dC7ptjMyFM"
2025-12-05T03:50:19.551868,11382,TomClancysRainbowSix,Positive,Gaming is my hobby and I love it like and follow if your in to Th a same #gamers #gamerguy #RainbowSixSiege #adictition #addiction #gamestar pic.twitter.com/TnPZYm9PVD
2025-12-05T03:55:53.631996,1439,Battlefield,Neutral,"At the start of the gen we had these were a few of the cross gen titles on both consoles

Assassins Creed Black Flag
Battlefield 4
Call of Duty Ghost
Destiny
Watch Dogs
Metal Gear Solid
Thief
The Evil Within

We got these exclusives

Killzone
Infamous 
Driveclub
Knack pic.twitter.com/JxUhGaKoh0"
2025-12-05T04:01:23.483302,5333,Hearthstone,Neutral,"Playing through the second week of Galakrond's Awakening. Still no decent internet, but maybe later this week. twitch.tv/old_guardian #Hearthstone #Twitch"
2025-12-05T04:06:07.647086,1372,Battlefield,Irrelevant,"🚨New Video 👀

Flying Is Dangerous (Battlefield 1 Random/Funny Moments #2)

So Much Flying ✈️
So Much Randomness 😝
To Many Laughs 😂

Hope you all enjoy

Link
youtube.com/watch?v=dembIl… https://t.co/X0Pamociho"
2025-12-05T04:09:14.797137,11565,TomClancysRainbowSix,Neutral,"When you're very bad and everything is panic, #Rainbow6 brings out my instinctual brain pic.twitter.com/5n8I9y3bIF"
2025-12-05T04:10:48.513642,10596,RedDeadRedemption(RDR),Neutral,Red dead redemption 2 #RDR2 #letsplay #playthrough youtu.be/JoysFxH2r9o
2025-12-05T04:14:48.656283,10271,PlayerUnknownsBattlegrounds(PUBG),Irrelevant,"This week in Disruptive Tech, curated by @rmnth 

1. PUBG Ban 📵: A twist in the tale

2. Why Facebook’s political-ad ban is trying to tackle the wrong problem

3. When law enforcement 🚓 meets predictive algorithms 👨🏻‍💻

foundingfuel.com/column/this-we…"
2025-12-05T04:15:29.643899,9966,PlayStation5(PS5),Neutral,"Sony: doesn't announce the price 

#PlayStation #PlayStation5  #Playstation5reveal #PS5  #PS5Reveal  #PS5memes 

le Pakistani awam: pic.twitter.com/KuvRxpUhwj"
2025-12-05T04:19:02.710115,354,Amazon,Positive,"You literally have fanboys all over the games industry who just can't wait to take cheap shots at Microsoft & xbox. Online services and features, digital stores and the cloud are where things are headed. Google and Amazon have tremendous reach. To ignore the threat is dumb."
2025-12-05T04:23:48.132927,12874,Xbox(Xseries),Neutral,"Microsoft’s Xbox boss just gave an update on one of the Xbox Series X’s most exciting features
#GamerNation #Gaming #VideoGames #XboxOne #XboxOneX #XCloud #XboxSeriesX  #RETROGAMINGhttps://bgr.com/2020/02/10/xbox-series-x-specs-vs-xbox-one-backward-compatibility-working-spencer/"
2025-12-05T04:29:22.158034,12677,WorldOfCraft,Positive,"Shout-out to my mom for being selfish and not carrying me a measley 2 months extra so that I could exist in the World of Warcraft universe 💔
So much for me being the favorite child!!"
2025-12-05T04:31:33.275037,7664,MaddenNFL,Positive,"Still stuck on this madden.  Forgot i was streaming while working 😂😂😂@MoBeSoSlim  @MissFoxxybrown @yeynotgaming @Bink_GGAB @Refuse2HoldBack @good2be_ATaylor 

Im tryna play yard tho who down?"
2025-12-05T04:36:18.108203,13158,Xbox(Xseries),Irrelevant,"It’s now been over 18 years since I was a beta tester on Xbox Live. It’s been amazing to watch online gaming grow in that time along with the innovation Live has brought to the industry. 

Great memories and looking forward to many more next-gen.✌🏻#Xbox #XboxSeriesX #XboxShare pic.twitter.com/M8QO42Y2Pf"
2025-12-05T04:37:36.650451,6540,Fortnite,Positive,happy birthday fortnite
2025-12-05T04:40:23.792992,620,ApexLegends,Neutral,"I'm proud that I created this banner for @Scoobz___ @__scoobz__ 

Even though it takes me almost 1 day... Sigh need to work faster XD but I'm pretty impress with this work. 

Anyways, twitch.tv/scoobz___ if you like APEX LEGENDS content, Do help a streamer out!!! 😁✌️ https://t.co/ZEFcPhssUk"
2025-12-05T04:45:17.761499,11615,Verizon,Negative,@VZWSupport I ported my number over to my Verizon account. Phone calls work. SMS is totally broken now.  Nothing in or out that way anymore. My Verizon app is also still broken. Not a great experience so far.
2025-12-05T04:46:39.777284,726,ApexLegends,Positive,"First we had code leaf, and now we have the pleasure to present code shoe thx @PlayApex pic.twitter.com/gTabW18JhP"
2025-12-05T04:48:07.976501,134,Amazon,Neutral,#QuizTimeMoringsWithAmazon I played this interesting quiz on Amazon - Try your luck for a chance to win exciting rewards amazon.in/game/share/gRE…
2025-12-05T04:52:57.915593,6658,Fortnite,Irrelevant,a man on top for that fortnite song
2025-12-05T04:56:41.898470,2098,CallOfDuty,Irrelevant,Sigh... you’re a god damn idiot
2025-12-05T04:59:27.190464,3057,Dota2,Neutral,"18th of Aug, 2020 🥳
Happy birthday to these amazing players 🎂

@Shackerlol
@Zhandia
@TeamDynamicsLoL #Beyond
@TeamAsterCN @Sccc_CN
@Team_UNQ #19teen

(Pic Credit: @riotgames, @StarLadderDota2)
#LeagueOfLegends #dota #dota2 #esports #HappyBirthday pic.twitter.com/vzrVuVJ57j"
2025-12-05T05:03:40.199638,2014,CallOfDuty,Negative,"anyone who thinks that otherwise perfectly quality media can’t be ruined by it’s message, ethos, or aesthetic needs to sit down and explain why they don’t like the call of duty games, especially if they’re a shooter fan"
2025-12-05T05:04:35.131039,1154,AssassinsCreed,Positive,[PS4] | Assassins Creed Syndicate First Playthrough | Positive Vibes | Road To 800 Followers | live at twitch.tv/xklausmikaelso…
2025-12-05T23:03:34.578235,6280,FIFA,Neutral,"FUT’s menu stuff this year is the best it has ever been by far, you can easily make coins and build a fantastic team without spending a peny. Brilliant.

However the gameplay, how scripted it is and AI dominant it is, along with the awful servers EA have make it unbearable."
2025-12-05T23:08:56.284634,2384,CallOfDuty,Neutral,Me and bae went paint-balling. I was on my call of duty shit pic.twitter.com/UHXbbuu7T4
2025-12-05T23:09:22.009610,9437,Overwatch,Negative,Ah fuck here we go again.
2025-12-05T23:10:33.487695,6164,FIFA,Irrelevant,"In L6 mi remember when the two man dem did a fight over a FIFA match.

To be honest it was more of a personal disrespect than the actual game.

BUT STILL."
2025-12-05T23:15:24.779715,3449,Facebook,Neutral,In Facebook jail for literally nothin... They ain't even tell me what got reported 😂
2025-12-05T23:17:22.608648,9508,Overwatch,Negative,All the new overwatch skins are so ugly RIP
2025-12-05T23:18:50.863164,4333,CS-GO,Irrelevant,@fpsnoted hello fake csgo pro
2025-12-05T23:21:46.215409,3720,Cyberpunk2077,Neutral,Cyberpunk 2077 Outrage Blows Up! CD Projekt Red Devs Dispute & Call Out Crunch Story Misinformation buff.ly/3nw6Z3P
2025-12-05T23:22:52.568425,10115,PlayerUnknownsBattlegrounds(PUBG),Irrelevant,"@PUBGMOBILE 
 ा  #Cheaters #PUBGMOBILE 
Ban this random playre his killed me and my clan teammate  .... I report pubg mobile in game plese strict action against cheater .... pic.twitter.com/CpYYO6kCBZ"
2025-12-05T23:27:44.810711,4902,GrandTheftAuto(GTA),Irrelevant,Wtf does he think he's living in GTA or something
2025-12-05T23:31:35.512366,3645,Cyberpunk2077,Positive,"Good morning! It was so hot and gross last night I ended up pulling an all nighter go me!

On the plus, made some good progress on my Vindicator from #Cyberpunk2077 silver linings n all :) pic.twitter.com/1wcndhILCo"
2025-12-05T23:36:50.197780,4373,CS-GO,Irrelevant,Congratulations to UC CS:GO A taking it 3-2 over NKU A in the runback last night to win their bracket! Amazing play from all members of the team
2025-12-05T23:39:04.568859,519,ApexLegends,Negative,"Ummm Wth....
#ApexLegends pic.twitter.com/eXcHRvG16o"
2025-12-05T23:40:06.310580,2603,Borderlands,Positive,"So after the past 9 days of streaming on the bounce, and last nights insanely brilliant session on #BrightPaw, i've decided to take a couple of days off stream until Thursday night where i will be trying out the new Borderlands 3 DLC with @SirCuddlyPants!

Psi Out! 👊❤"
2025-12-05T23:45:58.838774,6877,johnson&johnson,Negative,"With Johnson & Johnson baby powder still being available in some markets, we want to alert you of the damages that these talc-based products may cause. Learn more about J&J's lawsuit. bit.ly/3gnsDna https://t.co/PhzQyI0Cqz"
2025-12-05T23:48:28.600268,5312,Hearthstone,Negative,@PlayHearthstone when do you guys thinking to remove op AMALGADON from the game? It is so unfair
2025-12-05T23:49:19.153396,9683,PlayStation5(PS5),Neutral,"While the store now is mess, with PS5 and redesign coming, this is something they could have accounted for or at least left on web version."
2025-12-05T23:53:11.351995,1069,AssassinsCreed,Irrelevant,"°_° *Gets bad flashback in movie theater*

:) *Realize the Witcher was actually good*"
2025-12-05T23:58:08.931405,6850,johnson&johnson,Neutral,A San Diego Superior Court judge ordered Johnson & Johnson to pay $343.99 million for hiding the dangers and risks of its surgical mesh product for women. on.nbc7.com/ZLL0BIq
2025-12-06T00:00:20.639306,12594,WorldOfCraft,Neutral,"World Of Warcraft Attacked By Losers Who DEMAND Plot Changes Due To ""Racist Material""
 youtu.be/a0JU1vOsZK0"
2025-12-06T00:01:48.147577,6091,FIFA,Neutral,So #Maria was playing FIFA today.
2025-12-06T00:03:28.959562,1035,AssassinsCreed,Positive,Cant wait
2025-12-06T00:06:06.383292,10391,PlayerUnknownsBattlegrounds(PUBG),Positive,"3 years ago this week. 😭

Such a good time for @PUBG and a huge accomplishment for @PLAYERUNKNOWN & his team to put on. 

The observer room was insane, so many cables. 😂 

Life changing.... thank you. ✌️ pic.twitter.com/6RwnQKs2KC"
2025-12-06T00:11:18.285351,1676,CallOfDutyBlackopsColdWar,Irrelevant,Awesome Gamer
2025-12-06T00:14:29.606331,9089,Nvidia,Positive,MOTHER. OF. GOD.
2025-12-06T00:19:01.403434,4440,Google,Irrelevant,I can't believe that @realDonaldTrump lied.
2025-12-06T00:19:44.905662,9657,PlayStation5(PS5),Negative,i think that this PS5 behavior shit shining light on the fact that we want it cause its free not cause we cannot get it our selves who does not like free
2025-12-06T00:23:24.504458,9595,Overwatch,Irrelevant,@overwatchleague @PlayOverwatch @CocaCola @CocaColaCo I'm slightly disappointed to find out the coke cups in front of the OW watchpoint panelists are empty... Who wouldn't want a big class of coke to drink while casting?? #overwatch #Overwatchleague
